StateA,State,District,Year,Dcandidate,Rcandidate,Ocandidate,Dpercent,Rpercent,Opercent,IncumbentParty,Winner,Margin,IncOverPerformance,P2024,P2020,P2016,P2012,P2008,P2004,P2000,Evs,Redistricted,Polls,Chance,Median
,House,MO02,2026,Ray Hartmann,Ann Wagner,,,,,R,,,-4.1,-7.9,-7.89,-17.32,-19.02,,,,,,,0.5212174422007609,0.5
,House,MO03,2026,Bethany Mann,Bob Onder,,,,,R,,,0.8000000000000007,-26.8,-26.63,-32.52,-24.25,,,,,,,0.10974539069359086,-14.32
,House,MO04,2026,Jeanette Cass,Mark Alford,,,,,R,,,-2.3000000000000043,-42.4,-40.41,-43.92,-29.28,,,,,,,0.0,-31.700000000000003
,House,MO05,2026,Emanuel Cleaver,Sean Smith,,,,,D,,,0.5,23.2,26.85,21.56,21.39,,,,,,,1.0,29.7
,House,MO06,2026,Pam May,Sam Graves,,,,,R,,,-2.200000000000003,-38.9,-37.76,-40.39,-25.89,,,,,,,0.0019022534386889084,-28.1
,House,MO07,2026,Missi Hesketh,Eric Burlison,,,,,R,,,-2.700000000000003,-42.5,-42.17,-47.74,-38.3,,,,,,,0.0001463271875914545,-32.2
,House,MO08,2026,Randi McCallian,Jason Smith,,,,,R,,,-0.3999999999999986,-54,-52.04,-52.87,-33.2,,,,,,,0.0,-42.4
,House,MS01,2026,Dianne Black,Trent Kelley,,,,,R,,,-2.799999999999997,-37,-32.16,-34.48,-25.81,,,,,,,0.000877963125548727,-26.799999999999997
,House,MS02,2026,Bennie Thompson,Ron Eller,,,,,D,,,2.5,20.4,26.39,26.24,31.27,,,,,,,1.0,27.955
,House,MS03,2026,,Michael Guest,,,,,R,,,0,-29.2,-24.63,-28.16,-24.8,,,,,,,0.047058823529411764,-13.4225
,House,MS04,2026,Craig Raybon,Mike Ezell,,,,,R,,,-5.5,-42.5,-38.56,-42.38,-36.99,,,,,,,0.0,-33.5
,House,MT01,2026,Monica Tranel,Ryan Zinke,,,,,R,,,3.91,-11.51,-7.05,-12.8,-7.8,,,,,,,0.5623353819139596,0.9000000000000004
,House,MT02,2026,John Driscoll,Troy Downing,,,,,R,,,-2.16,-29.64,-27.54,-31.97,-20.24,,,,,,,0.0357038337723149,-18.799999999999997
,House,NC01,2026,Don Davis,Laurie Buckhout,,,,,D,,,4.85,-3.15,1.7,4.7,10.4,,,,,,,0.9806848112379281,9.35
,House,NC02,2026,Deborah Ross,Alan Swain,,,,,D,,,0.8800000000000026,33.82,35.2,29.4,21.4,,,,,,,1.0,40.2
,House,NC03,2026,,Greg Murphy,Gheorghe Cormos,,,,R,,,-32.44,-22.36,-17.2,-17.1,-13.8,,,,,,,0.0520924787825578,-26.449999999999996
,House,NC04,2026,Valerie Foushee,Eric Blankenburg,,,,,D,,,0.7900000000000063,44.91,46,43.1,35.4,,,,,,,1.0,51.2
,House,NC05,2026,Chuck Hubbard,Virginia Foxx,,,,,R,,,0.14999999999999858,-19.15,-15.4,-14,-8.4,,,,,,,0.14398595258999122,-8.0
,House,NC06,2026,,Addison McDowell,Kevin Hayes,,,,R,,,-12.36,-26.04,-16.3,-19.6,-16.8,,,,,,,0.01755926251097454,-20.04
,House,NC07,2026,Marlando Pridgen,David Rouzer,,,,,R,,,-3.9499999999999993,-13.25,-11,-12.5,-7.2,,,,,,,0.2546093064091308,-4.699999999999999
,House,NC08,2026,Justin Dues,Mark Harris,,,,,R,,,0.060000000000002274,-19.26,-17.7,-20.7,-18,,,,,,,0.17983611354989756,-7.699999999999999
,House,NC09,2026,Nigel Bristow,Richard Hudson,,,,,R,,,-1.8999999999999986,-16.6,-13.8,-16.5,-14.4,,,,,,,0.19607843137254902,-6.5
,House,NC10,2026,Ralph Scott Jr.,Pat Harrigan,,,,,R,,,1.120000000000001,-20.42,-16,-17.1,-13.4,,,,,,,0.13944980977465612,-8.39
,House,NC11,2026,Caleb Rudow,Chuck Edwards,,,,,R,,,-4.0600000000000005,-9.54,-11,-15.9,-11.2,,,,,,,0.4338601112086626,-1.0399999999999991
,House,NC12,2026,Alma Adams,Addul Ali,,,,,D,,,0.8500000000000014,47.15,50,46.3,41.8,,,,,,,1.0,53.5
,House,NC13,2026,Frank Pierce,Brad Knott,,,,,R,,,-0.41999999999999815,-16.78,-17.2,-19.8,-17.8,,,,,,,0.2505121451565701,-5.699999999999999
,House,NC14,2026,Pam Genant,Tim Moore,,,,,R,,,-0.5999999999999996,-15.6,-16.1,-21.4,-19.4,,,,,,,0.2803628914252268,-4.600000000000001
,House,NDAL,2026,Trygve Hammer,Julie Fedorchak,,,,,R,,,-2.509999999999998,-36.49,-34.43,-39.62,-20.22,,,,,,,0.004389815627743635,-26.0
,House,NE01,2026,Carol Blood,Mike Flood,,,,,R,,,-6.92,-13.28,-11.33,-19.59,-15.91,,,,,,,0.2527070529704419,-5.780000000000001
,House,NE02,2026,,,,,,,OPEN,,,0,4.23,6.45,-2.06,-6.47,,,,,,,0.9912203687445127,11.7
,House,NE03,2026,Daniel Ebers,Adrian Smith,,,,,R,,,-6.979999999999997,-53.82,-52.9,-56.58,-41.99,,,,,,,0.0,-45.32
,House,NH01,2026,,,,,,,OPEN,,,0,1.92,6.02,-1.78,1.43,,,,,,,1.0,12.6
,House,NH02,2026,Maggie Goodlander,Lily Tang Williams,,,,,D,,,2.1400000000000006,3.76,8.98,2.57,9.9,,,,,,,1.0,13.9
,House,NJ01,2026,Donald Norcross,Teddy Liddell,,,,,D,,,-0.8300000000000018,18.73,24.78,24.13,30.3,,,,,,,1.0,24.73
,House,NJ02,2026,Joe Salerno,Jeff Van Drew,,,,,R,,,-4.299999999999999,-12.9,-5.09,-7.33,7.06,,,,,,,0.20749195200468246,-5.199999999999996
,House,NJ03,2026,Herb Conaway,Rajesh Mohan,,,,,D,,,0.3200000000000003,8.18,14.3,9.83,19.81,,,,,,,1.0,16.5
,House,NJ04,2026,Matthew Jenkins,Chris Smith,,,,,R,,,-5.540000000000003,-30.16,-22.77,-28.87,-17.17,,,,,,,0.010535557506584723,-21.159999999999997
,House,NJ05,2026,Josh Gottheimer,Mary Jo Guinchard,,,,,D,,,9.79,1.41,12.56,7.97,3.67,,,,,,,0.9948785484342991,15.41
,House,NJ06,2026,Frank Pallone,Scott Fegler,,,,,D,,,9.299999999999999,6.4,19.95,19.61,27.53,,,,,,,0.998390400936494,18.9
,House,NJ07,2026,Sue Altman,Thomas Kean Jr.,,,,,R,,,-4.27,-1.33,3.72,-5.92,-11.65,,,,,,,0.8573309920983319,5.1325
,House,NJ08,2026,Robert J Menendez,Anthony Valdes,,,,,D,,,0.0799999999999983,24.32,45.23,55.82,57.55,,,,,,,1.0,29.9
,House,NJ09,2026,Nellie Pou,Billy Prempeh,,,,,D,,,5.880000000000001,-0.98,19.22,24.69,33.03,,,,,,,0.9338601112086625,9.9
,House,NJ10,2026,LaMonica McIver,Carmen Bucco,,,,,D,,,1.8500000000000014,50.25,63.02,66.8,69.5,,,,,,,1.0,57.1
,House,NJ11,2026,,,,,,,OPEN,,,0,8.35,17.04,11.1,5.32,,,,,,,1.0,17.2
,House,NJ12,2026,Bonnie Watson Coleman,Darius Mayfield,,,,,D,,,0.6400000000000006,23.96,34.79,32.45,33.24,,,,,,,1.0,30.1
,House,NM01,2026,Melanie Stansbury,Steve Jones,,,,,D,,,-0.1399999999999988,12.94,14.82,9.09,7.38,,,,,,,1.0,20.8
,House,NM02,2026,Gabe Vasquez,Yvette Herrell,,,,,D,,,6.12,-1.92,6.01,6.8,9.87,,,,,,,0.987123207491952,10.825
,House,NM03,2026,Teresa Leger Fernandez,Sharon Clahchischilliage,,,,,D,,,7.76,4.84,10.96,11.67,14.96,,,,,,,1.0,17.6
,House,NV01,2026,Dina Titus,Mark Robertson,,,,,D,,,5.24,2.26,8.71,10.7,14.52,,,,,,,0.9989757096868598,14.0
,House,NV02,2026,,Mark Amodei,Rober Kidd,,,,R,,,-4.919999999999998,-13.98,-11.34,-14.51,-9.14,,,,,,,0.228270412642669,-5.899999999999999
,House,NV03,2026,Susie Lee,Drew Johnson,,,,,D,,,3.54,-0.74,6.77,7.18,8.81,,,,,,,0.9929762949956101,10.3
,House,NV04,2026,Steven Horsford,John Lee,,,,,D,,,5.18,2.82,8.45,11.16,17.8,,,,,,,0.9991220368744512,14.5
,House,NY01,2026,John Avlon,Nicholas LaLota,,,,,R,,,-1.3600000000000012,-10.04,0.22,-8.25,-2.45,,,,,,,0.40415569212759733,-1.3999999999999986
,House,NY02,2026,Rob Lubin,Andrew Garbarino,,,,,R,,,-6.399999999999999,-14,-1.52,-6.84,9.82,,,,,,,0.12350014632718759,-7.5
,House,NY03,2026,Michael LiPetri,Tom Suozzi,,,,,D,,,8.46,-5.26,8.25,5.31,5.31,,,,,,,0.9285923324553702,8.74
,House,NY04,2026,Laura Gillen,Anthony D'Esposito,,,,,D,,,1.64,0.76,14.69,12.49,15.54,,,,,,,0.9824407374890255,9.9
,House,NY05,2026,Gregory Meeks,Paul King,,,,,D,,,3.5899999999999963,42.21,62.85,70.68,78.38,,,,,,,1.0,50.21
,House,NY06,2026,Grace Meng,Thomas Zmich,,,,,D,,,16.74,5.46,30.57,41.98,43.45,,,,,,,0.9473222124670764,19.665
,House,NY07,2026,Nydia Velazquez,William Kregler,,,,,D,,,10.36,45.04,63.11,75.31,76.86,,,,,,,1.0,56.04
,House,NY08,2026,Hakeem Jeffries,John Delaney,,,,,D,,,6.739999999999995,43.06,53.51,62,70.79,,,,,,,1.0,52.8
,House,NY09,2026,Yvette Clarke,Menachem Raitport,,,,,D,,,7.829999999999998,39.97,51.9,61.02,59.97,,,,,,,1.0,49.97
,House,NY10,2026,Dan Goldman,Alex Dodenhoff,,,,,D,,,7.000000000000007,59.9,71.96,77.52,70.59,,,,,,,1.0,69.9
,House,NY11,2026,Andrea Morse,Nicole Malliotakis,,,,,R,,,-3.849999999999998,-25.55,-7.71,-8.12,6.92,,,,,,,0.003219198127011999,-16.9
,House,NY12,2026,,,,,,,OPEN,,,0,63.49,72.09,73.41,55.25,,,,,,,1.0,67.3
,House,NY13,2026,Adriano Espaillat,Ruben Vargas,,,,,D,,,7.800000000000004,59.4,77.66,89.17,90.97,,,,,,,1.0,69.4
,House,NY14,2026,Alexandria Ocasio-Cortez,Tina Forte,,,,,D,,,6.409999999999997,31.39,56.99,68.37,73.69,,,,,,,1.0,40.89
,House,NY15,2026,Ritchie Torres,Gonzalo Duran,,,,,D,,,7.009999999999998,48.39,70.41,83.4,85.42,,,,,,,1.0,58.39
,House,NY16,2026,George Latimer,Miriam Levitt Flisser,,,,,D,,,9.899999999999999,33.1,44.13,44.55,36.55,,,,,,,1.0,44.0
,House,NY17,2026,Mondaire Jones,Michael Lawler,,,,,R,,,-6.8,0.6,10.17,8.39,5.47,,,,,,,0.8045068773778168,4.300000000000001
,House,NY18,2026,Pat Ryan,Alison Esposito,,,,,D,,,11.23,2.37,8.49,0.87,10.69,,,,,,,0.9998536728124086,17.71
,House,NY19,2026,Josh Riley,Marc Molinaro,,,,,D,,,0.8700000000000001,0.73,4.72,-1.76,9.42,,,,,,,1.0,11.1
,House,NY20,2026,Paul Tonko,Kevin Waltz,,,,,D,,,8.0,14.2,19.57,12.69,19.43,,,,,,,1.0,26.14625
,House,NY21,2026,Paula Collins,Elise Stefanik,,,,,R,,,-3.900000000000002,-20.7,-12.62,-16.83,4.85,,,,,,,0.06687152472929471,-11.600000000000001
,House,NY22,2026,John Mannion,Brandon Williams,,,,,D,,,2.3499999999999996,6.65,7.62,2.16,12.59,,,,,,,1.0,17.0
,House,NY23,2026,Thomas Carle,Nick Langworthy,,,,,R,,,-10.8,-21,-17.55,-25.51,-9.33,,,,,,,0.09511267193444542,-14.5
,House,NY24,2026,David Wagenhauser,Claudia Tenney,,,,,R,,,-8.299999999999997,-23.1,-17.6,-22.95,-3.87,,,,,,,0.056189640035118525,-15.600000000000001
,House,NY25,2026,Joseph Morelle,Gregg Sadwick,,,,,D,,,2.1999999999999993,18.7,20.13,14.6,17.5,,,,,,,1.0,26.9
,House,NY26,2026,Tim Kennedy,Anthony Marecki,,,,,D,,,11.129999999999999,19.07,23.82,16.59,26.08,,,,,,,1.0,32.07
,House,OH01,2026,Greg Landsman,Orlando Sonza,,,,,D,,,2.6599999999999993,6.54,8.59,4.11,-0.24,,,,,,,1.0,17.0275
,House,OH02,2026,Samantha Meadows,David Taylor,,,,,R,,,0.12999999999999545,-47.23,-45.98,-45.22,-21.16,,,,,,,0.0,-35.1
,House,OH03,2026,Joyce Beatty,Michael Young,,,,,D,,,1.1599999999999966,40.24,44.43,40.24,32.26,,,,,,,1.0,46.74
,House,OH04,2026,Tamie Wilson,Jim Jordan,,,,,R,,,-0.240000000000002,-36.76,-36.25,-39.25,-25.1,,,,,,,0.010242903131401814,-25.0
,House,OH05,2026,Keith Mundy,Bob Latta,,,,,R,,,-5.739999999999998,-29.26,-27.22,-26.33,-7.15,,,,,,,0.02502194907813872,-20.260000000000005
,House,OH06,2026,Michael Kripchak,Michael Rulli,,,,,R,,,0.07000000000000028,-33.67,-29.12,-25.65,3.38,,,,,,,0.007023705004389816,-21.6
,House,OH07,2026,Matthew Diemer,Max Miller,Dennis Kucinich,,,,R,,,-4.4,-10.6,-9.34,-11.99,-3.39,,,,,,,0.350599941469125,-2.5
,House,OH08,2026,Vanessa Enoch,Warren Davidson,,,,,R,,,-1.9100000000000001,-23.69,-22.35,-27.05,-22.39,,,,,,,0.10989171788118232,-13.100000000000001
,House,OH09,2026,Marcy Kaptur,Derek Merrin,,,,,D,,,7.41,-6.71,-2.97,-0.99,17.23,,,,,,,0.9356160374597601,8.2
,House,OH10,2026,Amy Cox,Mike Turner,,,,,R,,,-12.959999999999999,-5.74,-3.58,-6.38,-0.02,,,,,,,0.4010828211881768,-2.74
,House,OH11,2026,Shontel Brown,Alan Rapoport,,,,,D,,,3.9000000000000057,54.8,58.21,62.3,63.45,,,,,,,1.0,62.8
,House,OH12,2026,Jerrad Christian,Troy Balderson,,,,,R,,,-4.270000000000003,-32.73,-31.33,-30.82,-12.3,,,,,,,0.012730465320456541,-23.229999999999997
,House,OH13,2026,Emilia Sykes,Kevin Coughlin,,,,,D,,,2.23,-0.03,2.86,2.2,11.56,,,,,,,0.9986830553116769,10.969999999999999
,House,OH14,2026,Brian Kenderes,David Joyce,,,,,R,,,-9.21,-17.79,-15.15,-14.27,5.54,,,,,,,0.1154521510096576,-11.29
,House,OH15,2026,Adam Miller,Mike Carey,,,,,R,,,-3.6000000000000014,-9.2,-6.87,-10.89,-3.88,,,,,,,0.4338601112086626,-0.8000000000000007
,House,OK01,2026,Dennis Baker,Kevin Hern,,,,,R,,,-4.349999999999998,-21.55,-21.92,-29.5,-30.77,,,,,,,0.14515657009072286,-12.05
,House,OK02,2026,Brandon Wade,Josh Brecheen,,,,,R,,,2.8200000000000003,-55.62,-54.37,-52.16,-36.43,,,,,,,0.0,-41.8
,House,OK03,2026,,Frank Lucas,,,,,R,,,0,-44.85,-43.8,-47.75,-40.62,,,,,,,0.0,-25.200000000000003
,House,OK04,2026,Mary Brannon,Tom Cole,,,,,R,,,-3.960000000000001,-32.94,-31.67,-37.58,-31.91,,,,,,,0.01755926251097454,-23.4
,House,OK05,2026,Madison Horn,Stephanie Bice,,,,,R,,,-3.16,-18.24,-18.95,-26.51,-28.52,,,,,,,0.20793093356745684,-8.239999999999998
,House,OR01,2026,Suzanne Bonamici,Bob Todd,,,,,D,,,3.1000000000000014,37.6,40.32,36.7,29.76,,,,,,,1.0,45.2
,House,OR02,2026,Dan Ruby,Cliff Bentz,,,,,R,,,-4.649999999999999,-26.55,-25.03,-30.73,-21.93,,,,,,,0.05926251097453907,-17.05
,House,OR03,2026,Maxine Dexter,Joanna Harbour,,,,,D,,,-2.8300000000000054,45.63,48.41,48.06,46.27,,,,,,,1.0,49.3
,House,OR04,2026,Val Hoyle,Monique DeSpain,,,,,D,,,-4.180000000000001,11.98,13.06,8.96,14.01,,,,,,,1.0,17.8
,House,OR05,2026,Janelle Bynum,Lori Chavez-DeRemer,,,,,D,,,-6.09,8.69,9.06,3.22,2.17,,,,,,,0.9994146912496342,14.19
,House,OR06,2026,Andrea Salinas,Mike Erickson,,,,,D,,,-4.489999999999999,11.29,13.54,7.57,2.87,,,,,,,1.0,16.8
,House,PA01,2026,Ashley Ehasz,Brian Fitzpatrick,,,,,R,,,-13.100000000000001,0.3,4.69,0.73,0.87,,,,,,,0.5665788703541118,1.6999999999999993
,House,PA02,2026,Brendan Boyle,Haroon Bashir,,,,,D,,,7.350000000000001,35.65,43.05,50.39,56.25,,,,,,,1.0,45.65
,House,PA03,2026,,,,,,,OPEN,,,0,77.04,81.39,83.62,83.9,,,,,,,1.0,67.31750000000001
,House,PA04,2026,Madeleine Dean,David Winkler,,,,,D,,,2.3999999999999986,15.8,19.14,14.49,9.73,,,,,,,1.0,24.3775
,House,PA05,2026,Mary Gay Scanlon,Alfeia DeVaughn-Goodwin,,,,,D,,,1.9600000000000009,28.64,32.56,29.93,27.86,,,,,,,1.0,35.61
,House,PA06,2026,Chrissy Houlahan,Neil Young Jr.,,,,,D,,,0.9900000000000002,11.41,14.89,9.26,3.07,,,,,,,1.0,19.9
,House,PA07,2026,Susan Wild,Ryan Mackenzie,,,,,R,,,2.31,-3.31,0.63,-2.97,4.94,,,,,,,0.929177641205736,7.0
,House,PA08,2026,Matt Cartwright,Rob Bresnahan,,,,,R,,,6.91,-8.51,-2.94,-8.33,12.79,,,,,,,0.7875329236172081,4.9
,House,PA09,2026,Amanda Waldman,Dan Meuser,,,,,R,,,-3.0799999999999983,-37.92,-37.06,-41.19,-21.28,,,,,,,0.0036581796897863623,-27.92
,House,PA10,2026,Janelle Stelson,Scott Perry,,,,,R,,,3.96,-5.16,-4.19,-10.37,-7.26,,,,,,,0.9022534386889084,6.8
,House,PA11,2026,Jim Atkinson,Lloyd Smucker,,,,,R,,,-4.43,-21.37,-21.58,-26.76,-22.72,,,,,,,0.13637693883523558,-11.870000000000001
,House,PA12,2026,Summer Lee,James Hayes,,,,,D,,,-5.809999999999999,18.61,20.17,18.1,18.86,,,,,,,1.0,22.11
,House,PA13,2026,Beth Farnham,John Joyce,,,,,R,,,-2.8500000000000014,-45.55,-45.77,-47.84,-34.38,,,,,,,0.0,-35.4
,House,PA14,2026,Christopher Dziados,Guy Reschenthaler,,,,,R,,,0.14999999999999858,-33.35,-31.85,-33.14,-18.91,,,,,,,0.0212174422007609,-21.200000000000003
,House,PA15,2026,Zacheray Womer,Glenn Thompson,,,,,R,,,-5.0,-38,-37.53,-37.91,-24.65,,,,,,,0.003511852502194908,-28.5
,House,PA16,2026,Preston Nouri,Mike Kelly,,,,,R,,,-4.599999999999998,-22.8,-20.91,-23.09,-7.88,,,,,,,0.08604038630377524,-13.399999999999999
,House,PA17,2026,Chris Deluzio,Rob Mercuri,,,,,D,,,2.6799999999999997,5.12,5.91,1.08,-0.43,,,,,,,1.0,15.9
,House,RI01,2026,Gabe Amo,Allen Waters,,,,,D,,,9.380000000000003,21.72,29.53,26.42,34.26,,,,,,,1.0,33.1
,House,RI02,2026,Seth Magaziner,Steve Corvi,,,,,D,,,10.330000000000002,6.47,13.95,7.88,22.51,,,,,,,1.0,20.47
,House,SC01,2026,,,,,,,OPEN,,,0,-13.1,-8.78,-15.66,-18.42,,,,,,,0.3669885864793679,-2.6000000000000014
,House,SC02,2026,David Robinson II,Joe Wilson,,,,,R,,,-5.439999999999998,-13.96,-10.76,-18.05,-20.62,,,,,,,0.2344161545215101,-5.899999999999999
,House,SC03,2026,Michael Bedenbaugh,Sheri Biggs,,,,,R,,,-3.450000000000003,-43.05,-38,-39.36,-19.53,,,,,,,0.0,-33.05
,House,SC04,2026,Kathryn Harvey,William Timmons,,,,,R,,,1.0299999999999976,-23.63,-18.89,-25.23,-24.65,,,,,,,0.11223295288264559,-11.129999999999999
,House,SC06,2026,Jim Clyburn,Duke Buckner,,,,,D,,,-0.03999999999999915,22.84,32.58,32.86,35.91,,,,,,,1.0,28.8
,House,SC07,2026,Mal Hyman,Russell Fry,,,,,R,,,-3.6400000000000006,-26.36,-18.84,-19.5,-10.34,,,,,,,0.020778460637986537,-16.5
,House,SC05,2026,,,,,,,OPEN,,,0,-22.78,-18.42,-21.12,-13.44,,,,,,,0.12686567164179105,-11.280000000000001
,House,SDAL,2026,Primary,Primary,,,,,OPEN,,,0,-29.19,-26.87,-31.94,-18.44,,,,,,,0.0684811237928007,-17.689999999999998
,House,TN01,2026,Kevin Jenkins,Diana Harshbarger,,,,,R,,,-0.8599999999999994,-57.84,-55.16,-59.18,-47.88,,,,,,,0.0,-46.34
,House,TN02,2026,Jane George,Tim Burchett,,,,,R,,,-4.539999999999999,-33.86,-29.78,-37.36,-36.84,,,,,,,0.00877963125548727,-24.36
,House,TN03,2026,Jack Allen,Chuck Fleischmann,,,,,R,,,-2.219999999999999,-35.88,-32.5,-37.04,-29.63,,,,,,,0.0036581796897863623,-25.1
,House,TN04,2026,Victoria Broderick,Scott DesJarlais,,,,,R,,,0.4799999999999969,-43.58,-38.45,-43.02,-32.14,,,,,,,0.0,-31.1
,House,TN05,2026,Maryam Abolfazli,Andy Ogles,,,,,R,,,0.5899999999999999,-17.99,-11.56,-18.11,-21.07,,,,,,,0.1769095697980685,-6.489999999999998
,House,TN06,2026,Lore Bergman,John Rose,,,,,OPEN,,,0,-34.87,-29.7,-33.3,-24.14,,,,,,,0.00877963125548727,-22.869999999999997
,House,TN07,2026,Megan Barry,Mark Green,,,,,R,,,0.7800000000000011,-22.28,-15.48,-18.18,-10.66,,,,,,,0.09057652911911034,-10.5
,House,TN08,2026,,,,,,,OPEN,,,0,-41.11,-37.81,-40.35,-34.23,,,,,,,0.0,-29.61
,House,TN09,2026,Steve Cohen,Charlotte Bergmann,,,,,D,,,2.1400000000000006,43.46,49,48.32,47.53,,,,,,,1.0,50.6
,House,TX01,2026,,Nathaniel Moran,,,,,R,,,0,-49.46,-43.78,-5.68,-38.1,,,,,R,,0.0,-33.46
,House,TX02,2026,Peter Filler,Dan Crenshaw,,,,,R,,,0,-22.83,-21.48,-1.35,-20.13,,,,,R,,0.10882352941176471,-9.839999999999998
,House,TX03,2026,Sandeep Srivastava,Keith Self,,,,,R,,,0,-23.34,-17.46,-5.88,-11.58,,,,,R,,0.07058823529411765,-10.34
,House,TX04,2026,Simon Cardell,Pat Fallon,,,,,R,,,0,-24.63,-17.82,-6.81,-11.01,,,,,R,,0.04941176470588235,-11.619999999999997
,House,TX05,2026,Ruth Torres,Lance Gooden,,,,,R,,,0,-21.55,-16.22,-5.33,-10.89,,,,,R,,0.09647058823529411,-8.690000000000001
,House,TX06,2026,John Love III,Jake Ellzey,,,,,R,,,0,-22.87,-19.43,-3.44,-15.99,,,,,R,,0.09313725490196079,-9.870000000000001
,House,TX07,2026,Lizzie Fletcher,Caroline Kane,,,,,D,,,0,23.42,31.51,-8.09,39.6,,,,,R,,1.0,30.42
,House,TX08,2026,,,,,,,OPEN,,,0,-27.63,-18.4,-9.23,-9.17,,,,,R,,0.02,-13.129999999999995
,House,TX09,2026,Al Green,,,,,,D,,,0,-19.88,-8.62,-11.26,2.64,,,,,R,,0.18058823529411766,-5.879999999999999
,House,TX10,2026,,,,,,,OPEN,,,0,-22.56,-14.78,-7.78,-7,,,,,R,,0.09411764705882353,-8.825
,House,TX11,2026,,August Pfluger,,,,,R,,,0,-34.3,-30.04,-4.26,-25.78,,,,,R,,0.0058823529411764705,-19.799999999999997
,House,TX12,2026,Trey Hunt,Craig Goldman,,,,,R,,,0,-23.87,-17.68,-6.19,-11.49,,,,,R,,0.05941176470588235,-10.870000000000001
,House,TX13,2026,,Ronny Jackson,,,,,R,,,0,-46.16,-44.07,-2.09,-41.98,,,,,R,,0.0,-30.659999999999997
,House,TX14,2026,Rhonda Hart,Randy Weber,,,,,R,,,0,-24.27,-21.48,-2.79,-18.69,,,,,R,,0.07882352941176471,-11.27
,House,TX15,2026,Michelle Vallejo,Monica De La Cruz,,,,,R,,,0,-17.86,-2.37,-15.49,13.12,,,,,R,,0.1468627450980392,-6.424999999999997
,House,TX16,2026,Veronica Escobar,Irene Armendariz-Jackson,,,,,D,,,0,16.38,35.63,-19.25,54.88,,,,,R,,1.0,24.88
,House,TX17,2026,Mark Lorenzen,Pete Sessions,,,,,R,,,0,-21.59,-15.22,-6.37,-8.85,,,,,R,,0.09294117647058824,-8.95
,House,TX18,2026,,,,,,,OPEN,,,0,54.9,63.61,-8.71,72.32,,,,,R,,1.0,57.9
,House,TX19,2026,,Jodey Arrington,Nathan Lewis,,,,R,,,0,-51.66,-46.2,-5.46,-40.74,,,,,R,,0.0,-35.23
,House,TX20,2026,Joaquin Castro,,,,,,D,,,0,28.44,40.24,-11.8,52.04,,,,,R,,1.0,35.43
,House,TX21,2026,,,,,,,OPEN,,,0,-21.81,-16.73,-5.08,-11.65,,,,,R,,0.1223529411764706,-8.06625
,House,TX22,2026,Marquette Green-Scott,Troy Nehls,,,,,R,,,0,-22.14,-17.24,-4.9,-12.34,,,,,R,,0.09176470588235294,-9.23
,House,TX23,2026,Santos Limon,Tony Gonzales,,,,,R,,,0,-14.79,-7.17,-7.62,0.45,,,,,R,,0.27725490196078434,-3.289999999999999
,House,TX24,2026,Sam Eppler,Beth Van Duyne,,,,,R,,,0,-16.08,-12.36,-3.72,-8.64,,,,,R,,0.2443137254901961,-4.149999999999999
,House,TX25,2026,,Roger Williams,,,,,R,,,0,-24.06,-15.84,-8.22,-7.62,,,,,R,,0.04941176470588235,-11.059999999999999
,House,TX26,2026,Ernest Lineberger III,Brandon Gill,,,,,R,,,0,-23.79,-18.47,-5.32,-13.15,,,,,R,,0.06705882352941177,-10.79
,House,TX27,2026,Tanya Lloyd,Michael Cloud,,,,,R,,,0,-21.17,-17.23,-3.94,-13.29,,,,,R,,0.11470588235294117,-8.670000000000002
,House,TX28,2026,Henry Cuellar,Jay Furman,,,,,D,,,0,-10.37,9.62,-19.99,29.61,,,,,R,,0.58,1.1300000000000008
,House,TX29,2026,Sylvia Garcia,Alan Garza,,,,,D,,,0,30.42,43.08,-12.66,55.74,,,,,R,,1.0,37.13
,House,TX30,2026,Jasmine Crockett,,Jrmar Jefferson,,,,D,,,0,47.03,56.77,-9.74,66.51,,,,,R,,1.0,51.8575
,House,TX31,2026,Stuart Whitlow,John Carter,,,,,R,,,0,-21.8,-17.79,-4.01,-13.78,,,,,R,,0.1007843137254902,-9.155000000000001
,House,TX32,2026,Julie Johnson,Darrell Day,,,,,D,,,0,-17.71,-10.05,-7.66,-2.39,,,,,R,,0.26941176470588235,-3.717500000000001
,House,TX33,2026,Marc Veasey,Patrick Gillespie,,,,,D,,,0,32.59,44.96,-12.37,57.33,,,,,R,,1.0,39.09
,House,TX34,2026,Vicente Gonzalez,Mayra Flores,,,,,D,,,0,-10.13,2.94,-13.07,16.01,,,,,R,,0.6358823529411765,1.8699999999999992
,House,TX35,2026,Greg Casar,Steven Wright,,,,,D,,,0,-10.44,-1.89,-8.55,6.66,,,,,R,,0.6547058823529411,2.0600000000000005
,House,TX36,2026,Dayna Steele,Brian Babin,,,,,R,,,0,-24.93,-18.38,-6.55,-11.83,,,,,R,,0.04941176470588235,-11.91
,House,TX37,2026,Lloyd Doggett,Jenny Garcia Sharon,,,,,D,,,0,56.23,62.34,-6.11,68.45,,,,,R,,1.0,59.73
,House,TX38,2026,Melissa McDonough,Wesley Hunt,,,,,R,,,0,-20.91,-17.86,-3.05,-14.81,,,,,R,,0.12411764705882353,-8.27
,House,UT01,2026,Bill Campbell,Blake Moore,,,,,R,,,-10.96,-20.04,-20.45,-21.01,-46.87,,,,,,,0.11033069944395668,-13.54
